Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Golfe Hôtel,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,41.581376,9.276602,Rue du 9 septembre 1943,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-23,#+33 4 95 70 48 20#info@golfehotel-corse.com#http://www.golfehotel-corse.com/,,"Le Golfe Hôtel vous propose une escale zen et charme, à quelques pas du centre ville et du port.
Sa situation centrale vous permettra de découvrir la Corse du Sud.",https://data.datatourisme.fr/13/f90034b8-53e8-3200-8d22-6fb71fd4edc8
Paese Serenu,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#CollectiveAccommodation|https://www.datatourisme.fr/ontology/core#HolidayResort|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,41.608561,9.287016,Marina di Fiori Voie d'Arena,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-06,#+33 4 95 70 91 00#contact@paese-serenu.com#http://www.paese-serenu.com/,,"Résidence 3 étoiles, les pieds dans l’eau, à 2 min du centre-ville et du port.
Appartements de 2 à 6 pers., piscine chauffée,  plage aménagée, bar restaurant, tennis, grand parc arboré.",https://data.datatourisme.fr/13/d9af753c-e48f-30b6-b143-01862e96e6bb
Marina Corsica,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,41.609,9.2873,Marina di Fiori Voie d'Arena,20137#Porto-Vecchio,,,,,Porto Vecchio Tourisme,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-03-15,#+33 4 95 70 91 91#contact@marinacorsica.com#https://www.hotelmarinacorsica.com/,,"Hôtel pieds dans l’eau à 2 min du centre-ville et du port. 
Chambres design 25 m², 3 suites familiales 60 m², piscine chauffée, plage aménagée, bar-restaurant, grand parc arboré, tennis.",https://data.datatourisme.fr/13/80978f40-92b5-3256-8141-d1d010bf53b4
U Sottu Mare 2,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.635108,8.938629,Rue Sottu Mare Sottu mare,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-20,#+33 4 95 32 50 92<>+33 6 12 94 21 60#lecomptoir2michelange@gmail.com#,,"Avec sa vue exceptionnelle, face à la baie de L’Ile-Rousse, U  Sottu Mare 2 vous accueille pour déguster ses spécialités de Méditerranée à base de produits exclusivement frais et fait maison, de l'entrée au dessert jusqu'aux glaces et sorbets.",https://data.datatourisme.fr/13/dd51f605-1c69-3ebd-9663-0bf9e4e186b2
Train touristique de L'Île-Rousse,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#TouristTrain|http://schema.org/LocalBusiness,42.634236,8.93846,Place Paoli,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-12-20,#+33 4 95 60 21 79#sas.gstrada@gmail.com#,,"Embarquez à bord du Petit Train Touristique de L'Ile-Rousse pour une balade ludique et instructive. Il vous emmènera jusqu'aux îles de la Pietra, en cheminant par le cœur de la citée Paoline.",https://data.datatourisme.fr/13/de0ce8d7-1805-3623-a15a-ccfd11a52ea1
La Brasserie,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.633995,8.939356,Place Paoli,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-01-18,#+33 4 95 60 11 57#lacreperie.ilerousse@outlook.fr#,,"En plein centre ville, face à la mer, la Brasserie vous accueille pour déguster ses suggestions du jour, ses salades et ses pizze. Restauration rapide avec service continu de 11h à minuit.",https://data.datatourisme.fr/13/16c2edd4-73c3-3516-839a-d5854fbf4f60
Brasserie les 4 becs,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.633925,8.937766,Place Paoli,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-07-12,#+33 4 95 47 01 59#lesquatrebecs@gmail.com#,,"La Brasserie Les Quatre Becs vous accueille sur la Place Paoli, dans sa salle entièrement rénovée, chic et conviviale ou sur la terrasse ombragée donnant sur la Place Paoli",https://data.datatourisme.fr/13/3a04cd49-2e8e-396d-be90-3c678de4c278
L'Epicure,http://schema.org/FoodEstablishment|https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,42.634729,8.937844,Place Paoli,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-03-31,#+33 4 95 58 86 08<>+33 6 76 16 26 98#sas.epicure@gmail.com#,,Le restaurant l’Épicure c'est la subtilité d'une cuisine corse revisitée. L'Epicure vous propose une cuisine maison avec des produits frais de la mer et de la terre.,https://data.datatourisme.fr/13/6be71a5e-0ab1-3258-81ad-72002c44da68
Corsica Bike Festival,https://www.datatourisme.fr/ontology/core#EntertainmentAndEvent|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsCompetition|https://www.datatourisme.fr/ontology/core#SportsEvent|http://schema.org/Event|http://schema.org/SportsEvent,42.634347,8.938119,Place Paoli,20220#L'Île-Rousse,2023-10-27<->2023-10-29,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-03-17,#+33 4 95 60 04 35<>+33 4 95 60 80 14#contact@corsicabikefestival.com#https://www.corsicabikefestival.com/,,"La première édition du Corsica Bike Festival présente la Finale de la Coupe de France de VTT Enduro Series. Au programme, la course sportive sur les sentiers,  bike shows, animations vélo et salon du vélo et du VTT durant 3 jours sur la Place Paoli.",https://data.datatourisme.fr/13/208845bd-9611-3f58-8b54-a9323c5b6d36
La Cave Bar à viandes,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.634567,8.937554,Place Paoli,20220#L'Île-Rousse,,,,,Office de Tourisme Intercommunal de L'Ile Rousse-Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-01-18,#+33 4 95 58 27 26<>+33 6 81 72 84 99##,,La Cave Bar à viandes vous accueille sur la Place Paoli pour tous les amoureux des belles pièces de viandes savoureuses. C'est dans une ambiance festive que l'équipe vous attend pour vous faire déguster des pièces de choix et cuisinées avec brio.,https://data.datatourisme.fr/13/d0c2a040-0645-3c51-b361-dda40bab9cbf
MUDACC - Musée des Arts de la Citadelle de Calvi,http://schema.org/Museum|https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#Museum|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/LocalBusiness,42.568,8.7595,Citadelle Porche d'entrée,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-08-04,#+33 4 95 38 33 93<>+33 4 95 65 16 67#patrimoine.oti.calvi@gmail.com<>tourisme@balagne-corsica.com#https://www.balagne-corsica.com/,,Musée des Arts de la Citadelle de Calvi,https://data.datatourisme.fr/13/e59bbbf7-e338-3fb7-aca1-0e42b255a00f
Bureau d'Information Touristique de la Citadelle,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Store|https://www.datatourisme.fr/ontology/core#LocalTouristOffice|https://www.datatourisme.fr/ontology/core#TouristInformationCenter|http://schema.org/LocalBusiness|http://schema.org/TouristInformationCenter,42.568,8.7595,Citadelle Porche d'entrée,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-07-06,#+33 4 95 65 16 67#tourisme@balagne-corsica.com#https://www.balagne-corsica.com/,,"En saison, le Bureau d'Information Touristique vous accueille à l'entrée de la Citadelle de Calvi du XIIIème siècle.",https://data.datatourisme.fr/13/018c05e0-d6c7-34b8-b42d-5f29245d99f2
Le Concept,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.566537,8.756907,Boulevard Wilson,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-05-03,#+33 6 83 73 73 22#gilda.calvi@gmail.com#,,"Lors de votre séjour en Balagne en Corse, découvrez à Calvi un restaurant, un café, deux ambiances... un Concept !",https://data.datatourisme.fr/13/e8cfd848-2107-32bd-b663-6854d7845ca0
Le Grand Hôtel,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelRestaurant|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/FoodEstablishment|http://schema.org/LodgingBusiness|http://schema.org/Restaurant|http://schema.org/Hotel,42.566253,8.756348,Boulevard Wilson,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-06-30,#+33 4 95 65 09 74#contacts@grand-hotel-calvi.com#http://www.grand-hotel-calvi.com/,,"Le Grand Hôtel à Calvi en Corse, jouit d'un emplacement exceptionnel, au coeur de la station balnéaire. Situé à deux pas des commerces, du port et des principales attractions touristiques de Balagne et, surtout, de la plage de sable fin.",https://data.datatourisme.fr/13/0f42ad3b-4723-3ba4-989b-a8740bab7f13
Le Rocher,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Hotel|https://www.datatourisme.fr/ontology/core#HotelTrade|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/Hotel,42.566099,8.756323,Boulevard Wilson,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-10-28,#+33 4 95 65 20 04#hotel.lerocher@wanadoo.fr#https://www.hotel-le-rocher.com/,,"Situé en plein coeur de Calvi en Balagne, à proximité des restaurants, commerces et animations et à 200 m. de la plage de sable fin.",https://data.datatourisme.fr/13/3831409f-42d5-336d-9931-e5bfc341f7bb
Le Chariot,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.608479,8.862255,8 place du Monument aux Morts,20220#Algajola,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-05-03,#+33 4 95 60 70 49##https://www.restaurant-le-chariot.fr/,,Le Chariot est une institution à Algajola en Balagne. Cet établissement familial se transmet de génération en génération. Notre équipe de professionnels vous invite à prendre place pour un moment gourmand à l'intérieur ou sur sa terrasse ombragée.,https://data.datatourisme.fr/13/ee9c1fdf-d0d5-30e6-b910-11a8749d6b14
Calvi Promenade en Mer,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#SightseeingBoat|http://schema.org/LocalBusiness,42.565364,8.757207,Port de Plaisance,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-08-11,#+33 6 43 34 30 58#contact@calvipromenadeenmer.com#https://www.calvipromenadeenmer.com/,,"Pour visiter les plus beaux joyaux des côtes de la Balagne et de la Corse, embarquez à bord de nos bateaux de Calvi Promenade en mer, alliant plaisir et écologie.",https://data.datatourisme.fr/13/f12849d8-cf11-3608-9272-556f90c90d93
Captain Resto,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.565401,8.756932,Port de Plaisance,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-06-22,#+33 4 95 65 11 70#captainresto@orange.fr#https://www.captainresto.fr/,,"Face à la mer, sur le port de Calvi en Corse, tels des navigateurs, laissez-vous embarquer à la découverte de nos plats réalisés à base de produits frais et locaux.",https://data.datatourisme.fr/13/6c41ba90-5910-3ea2-8ad4-75d07b9ce337
Atelier Carulì,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,42.579815,8.89162,"207, Vigna Noce Plaine d'Aregno",20220#Aregno,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-05-31,#+33 6 13 04 31 74#caruli@sfr.fr#http://www.caruli.fr/,,"Après la mer d’Algajola, un joli jardin à Aregno pour admirer la TERRE dans tous ses états : déguster ses produits potagers, la retrouver transformée en céramique par Caruli ou encore la modeler vous-même à travers des stages…",https://data.datatourisme.fr/13/f1639b27-8523-3ff2-962e-df750fba9e44
La Licorne,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.556629,8.763024,Plage de Calvi,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-01-11,#+33 4 95 65 08 62#lalicorne@gmail.com#,,"Mer turquoise, sable blanc et chaud, ambiance farniente, vous êtes au restaurant la Licorne sur la plage de Calvi, en Balagne ! Profitez bien de cette pause gourmande lors de votre séjour en Corse.",https://data.datatourisme.fr/13/f1efd272-5027-3574-a7ff-6b716fe72c8e
Calvi Jet Boat,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,42.562,8.7564,Plage de Calvi,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-06-02,#+33 6 95 02 43 60#calvijetboat@gmail.com#https://www.calvijetboat.com/,,"Rodéo nautique... Laissez-vous tenter par un tour mémorable à bord du MonsterJet à Calvi en Balagne ! Plus qu'une activité nautique, le Jet Boat c'est... un concept !",https://data.datatourisme.fr/13/cd036c3e-161d-3ebc-9ade-f165981ae08c
Le Bout du Monde,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.557353,8.762328,Plage de Calvi,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2023-02-14,#+33 4 95 65 15 41#leboutdumondecalvi@gmail.com#https://www.paillotte-calvi.fr/,,"Posez-vous un instant sur le sable blanc de la plage de Calvi en Corse ! 
Dégustez votre repas au bord de la mer avec une vue imprenable sur la Citadelle.
Le bout du monde ? c'est ici à Calvi !",https://data.datatourisme.fr/13/d579cf13-48d1-3741-8122-e32bf15b56ce
Le Lido,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,42.559763,8.757799,Plage de Calvi,20260#Calvi,,,,,Office de Tourisme Intercommunal Calvi - Balagne,Apidae Tourisme Scic SA - source : Apidae Tourisme,2022-05-03,#+33 4 95 65 01 01##https://www.lelido-calvi.com/,,"Débutez vos vacances en Corse et en Balagne par un petit tour sur la plage de Calvi...Un lieu magique, mythique, une cuisine originale, un décor unique...vous serez séduits par la convivialité et la sympathie de son personnel.",https://data.datatourisme.fr/13/b3f18353-bac8-36c6-bc72-a69de5ab63d3
